APITD1-CORT.uid_806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APITD1-CORT.uid_809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APITD1-CORT.uid_810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APITD1-CORT.uid_811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APITD1-CORT.uid_812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APLF	0	0	0	0	0	0	0	0	30	5	0	1	44	5	3	0	0	0	5	0	0	1	0	0
APLN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APLNR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
APLP1	0	28	0	0	0	0	0	0	23	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
APLP2	153	228	530	1718	169	138	747	3620	1500	513	240	2162	1743	3639	2460	2564	2563	2897	1473	1330	1626	3428	3731	1384
APMAP	33	35	16	440	42	72	136	575	284	68	103	140	182	711	248	419	344	299	173	141	345	646	283	365
APOA1	0	0	0	0	0	0	18	2	0	0	0	0	0	1	0	0	0	0	16	0	0	33	4	0
APOA1BP	15	13	1	207	24	0	72	156	128	141	8	128	217	258	112	79	130	152	65	91	55	265	409	224
APOA2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
APOA4	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
APOA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0
APOB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOBEC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOBEC2	0	0	27	20	0	0	6	0	0	0	0	0	6	0	0	0	3	0	2	0	0	0	13	0
APOBEC3A	0	0	3	0	0	7	3	22	7	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0
APOBEC3A_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOBEC3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOBEC3B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOBEC3C	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
APOBEC3D	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
APOBEC3F	0	0	0	13	6	0	11	32	0	0	0	0	16	14	0	0	52	0	0	34	16	9	0	0
APOBEC3G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOBEC3H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOBEC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOBR	0	0	10	0	0	0	22	0	0	1	0	0	17	3	0	0	0	0	0	0	0	0	0	0
APOC1	206	319	255	1952	207	493	1066	5473	2033	1180	413	2918	2525	3696	1466	889	2193	1717	1839	820	1922	4065	2932	2122
APOC1P1	10	0	0	111	0	21	9	104	52	184	17	69	67	100	0	0	53	27	44	39	42	81	28	81
APOC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOC3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
APOC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOE	4	13	4	21	10	0	11	128	17	27	0	0	16	69	37	17	3	13	5	0	11	162	61	27
APOF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0
APOH	0	0	0	0	0	0	21	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	12	0
APOL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
APOL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOL6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
APOLD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
APOM	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
APOO	5	28	0	91	7	18	34	157	70	106	18	89	84	113	124	28	90	96	81	44	63	188	134	21
APOOL	15	22	13	124	38	8	112	159	52	53	5	243	172	106	75	18	59	91	21	5	35	102	284	99
APOOP5	0	2	0	9	0	0	5	8	2	3	1	1	4	7	10	2	6	9	5	1	3	11	8	0
APOPT1	12	2	5	122	2	7	33	223	58	178	12	106	112	138	53	26	151	91	79	28	46	179	119	146
APP	0	58	5	20	2	0	0	0	3	57	0	1	0	66	127	72	24	54	11	0	56	214	45	52
APPBP2	0	0	1	37	0	0	0	100	81	73	0	9	8	25	0	51	7	12	16	0	0	33	80	34
APPL1	8	0	72	241	9	47	83	120	45	31	1	53	45	320	16	195	152	123	108	104	80	299	338	306
APPL2	5	0	0	18	0	2	8	0	0	0	0	89	11	0	51	42	0	40	18	0	0	0	13	5
APRT	32	13	0	425	20	30	90	534	244	452	43	622	256	743	278	272	313	382	265	172	218	661	618	328
APTR	8	0	0	43	0	0	0	39	18	0	0	0	2	17	0	0	19	74	0	7	20	31	19	0
APTX	23	4	104	719	28	132	205	1114	554	487	39	583	584	1157	499	312	510	714	357	257	527	813	726	511
AQP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP11	3	18	0	28	0	0	19	48	18	19	12	19	13	0	0	18	7	0	0	0	23	0	0	29
AQP12A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP3	262	624	509	7013	265	637	2496	7962	3481	1897	673	4458	5052	5078	2364	2186	6457	3810	1424	1053	1539	3552	2916	2726
AQP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP4-AS1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	1	1	0
AQP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP6	1	0	0	13	5	0	0	24	0	0	1	7	3	3	4	21	1	8	9	0	3	11	11	7
AQP7	0	0	0	0	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	21	2
AQP7P1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP7P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQPEP	1	5	0	57	0	0	10	0	9	0	0	0	31	50	0	0	38	1	0	30	25	88	28	40
AQR	29	8	56	396	69	73	168	636	147	449	28	232	428	700	100	222	236	557	124	183	66	529	368	482
AR	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
ARAF	6	3	0	75	13	0	63	260	33	27	9	173	61	120	144	1	28	63	18	45	47	171	135	95
ARAP1	3	0	0	21	7	0	19	179	19	122	0	61	7	225	193	229	152	151	127	34	32	129	545	253
ARAP2	0	0	0	0	0	0	0	176	10	8	0	64	0	0	0	0	0	0	0	0	0	0	0	0
ARAP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARCN1	14	4	41	470	2	139	191	512	233	749	138	729	507	871	165	313	466	521	447	125	197	512	614	522
AREG.uid_6265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AREG.uid_6266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AREL1	8	0	4	167	9	34	0	131	75	1	0	54	91	188	101	22	44	96	23	69	59	130	283	35
ARF1	292	159	219	2125	131	328	835	2821	1546	2479	202	2718	2632	4023	1248	1494	1918	3492	1785	756	2048	3875	3152	2397
ARF3	25	7	27	179	37	0	110	207	44	85	0	154	158	47	78	34	48	86	7	38	30	136	138	175
ARF4	27	56	39	732	48	43	204	791	389	765	124	681	370	1299	397	178	627	722	633	389	552	1280	1051	760
ARF5	26	44	34	266	23	77	149	303	330	281	22	373	474	515	163	155	376	414	325	132	284	501	519	263
ARF6	47	3	69	350	61	23	189	289	124	271	9	265	428	712	154	52	357	466	310	166	229	534	345	417
ARFGAP1	16	1	0	130	14	0	89	334	163	316	21	140	170	352	81	145	334	240	123	39	139	123	410	353
ARFGAP2	20	0	0	463	9	8	78	1187	365	509	30	482	395	768	213	133	339	597	141	111	276	580	611	462
ARFGAP3	0	0	33	215	21	0	13	90	69	136	15	0	157	126	176	31	49	93	212	49	199	152	76	50
ARFGEF1	54	103	137	430	32	69	194	801	333	268	72	437	326	713	388	165	441	398	273	163	175	763	248	441
ARFGEF2	17	0	82	276	11	12	80	684	84	224	46	157	324	183	256	130	297	115	86	61	36	272	283	335
ARFIP1	5	1	41	184	1	77	69	76	19	230	0	0	198	235	264	53	92	181	165	34	118	248	22	225
ARFIP2	6	0	0	93	1	0	61	38	149	56	0	282	67	190	2	52	53	126	106	34	96	169	155	169
ARFRP1	23	0	62	133	9	0	90	183	86	73	0	0	103	146	113	118	58	144	83	13	28	74	171	122
ARG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ARG2	0	0	2	12	22	0	10	1	9	0	26	6	9	0	16	3	51	49	65	7	26	120	7	19
ARGFX	50	14	0	534	25	30	246	1201	306	103	6	131	243	432	264	79	246	316	326	78	195	526	409	599
ARGFXP2	1	0	0	17	1	0	9	14	10	3	0	3	5	8	10	1	7	9	11	6	5	7	9	13
ARGLU1	26	3	51	597	25	27	97	64	238	399	27	288	258	767	480	128	285	325	286	139	145	799	382	519
ARHGAP1	14	20	16	292	28	12	77	607	346	512	5	396	251	281	77	127	265	98	43	89	80	333	382	332
ARHGAP10	1	0	4	6	4	0	0	56	0	0	0	0	1	24	0	0	0	31	0	0	0	0	0	0
ARHGAP11A	25	55	94	214	29	70	148	648	125	147	44	427	267	531	226	103	167	226	148	74	153	210	265	280
ARHGAP11B	0	0	0	15	0	0	0	0	3	0	0	0	5	14	0	17	2	1	2	1	4	0	8	2
ARHGAP12	4	32	1	154	17	0	75	454	19	68	24	230	11	232	0	99	66	189	86	2	85	204	140	111
ARHGAP15	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP17	1	1	0	1	0	7	33	61	61	79	3	43	17	36	13	5	32	22	71	16	10	107	20	31
ARHGAP18	19	2	1	84	8	21	59	704	194	291	22	277	271	583	255	395	172	159	161	241	130	444	681	323
ARHGAP19	13	1	104	217	25	1	109	108	50	83	0	48	6	348	246	0	66	148	14	4	27	121	226	189
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP21	10	33	3	75	22	0	13	131	179	7	0	102	79	120	14	17	87	49	55	22	41	127	84	128
ARHGAP22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ARHGAP23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	23	0	0	0	13	52	40
ARHGAP24	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ARHGAP25	0	0	0	0	0	0	0	117	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
ARHGAP26	0	0	0	0	0	0	0	0	38	0	0	0	0	12	58	0	0	2	8	0	0	25	1	4
ARHGAP26-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP27	0	1	0	110	0	0	22	3	6	46	0	0	0	53	0	51	0	0	7	18	0	13	1	113
ARHGAP28	13	0	0	27	0	0	0	0	0	0	0	0	0	57	0	0	45	0	0	0	0	34	0	9
ARHGAP29	1	15	0	21	1	0	15	0	9	25	0	105	4	29	0	23	39	21	39	0	0	43	46	57
ARHGAP30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25
ARHGAP31	0	0	0	8	0	0	0	0	10	0	0	0	0	3	22	0	1	0	5	0	0	3	0	0
ARHGAP31-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP32	0	0	0	62	0	4	72	0	44	129	0	0	153	27	91	30	5	0	0	0	0	13	0	37
ARHGAP33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP35	0	4	0	27	0	0	35	32	0	0	0	33	2	13	0	38	0	0	1	0	36	16	30	42
ARHGAP36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP39	0	0	0	3	4	0	0	31	13	0	0	0	0	9	0	0	6	0	0	0	0	3	8	3
ARHGAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ARHGAP40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP42	1	0	0	11	0	0	0	36	1	0	0	0	9	25	0	72	0	20	14	0	0	52	50	5
ARHGAP44	0	0	0	0	0	0	0	52	0	3	0	0	0	5	0	1	0	7	0	1	0	53	73	50
ARHGAP5	12	18	13	279	23	14	111	187	159	224	0	35	213	329	69	12	108	251	105	2	96	162	15	226
ARHGAP5-AS1	0	0	0	103	10	18	0	0	1	0	3	0	48	64	0	0	25	21	35	10	31	31	0	30
ARHGAP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP8	0	3	0	4	0	2	5	18	3	7	0	9	4	8	3	3	9	2	12	0	4	3	22	10
ARHGAP9	0	0	0	19	0	0	14	0	0	73	0	0	0	0	54	0	0	0	0	0	14	0	1	63
ARHGDIA	11	25	2	30	2	3	36	337	79	57	0	38	66	99	47	13	38	72	64	63	17	78	239	63
ARHGDIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
ARHGDIG	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ARHGEF1	2	1	18	84	0	33	30	47	28	171	0	173	98	63	3	116	101	45	4	22	63	74	84	76
ARHGEF10	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	83	0	0	0	37	3	32
ARHGEF10L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF11	1	0	8	5	0	1	2	115	19	0	0	1	4	1	0	0	0	0	0	14	1	12	1	21
ARHGEF12	2	0	0	154	4	0	56	0	0	33	0	101	66	25	0	0	54	35	11	0	0	58	54	8
ARHGEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF16	2	0	0	102	5	0	26	76	9	0	0	0	89	103	131	65	0	19	4	3	0	30	1	55
ARHGEF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	30	20	0	0	2	23	15	43
ARHGEF18	3	13	3	91	0	8	43	76	146	69	4	135	66	116	0	53	65	170	38	37	47	212	126	141
ARHGEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ARHGEF2	0	0	0	0	0	0	0	0	5	0	0	0	0	39	0	0	0	0	0	0	0	13	18	15
ARHGEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF26	0	0	0	57	0	0	27	50	0	2	8	70	15	55	0	4	47	53	102	15	7	1	50	10
ARHGEF26-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF28	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF3	1	0	0	19	10	0	61	7	0	16	0	4	6	0	0	0	2	1	1	0	0	33	89	41
ARHGEF3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF33	3	0	0	29	0	0	27	0	0	1	0	0	0	26	0	0	28	0	14	4	23	111	17	22
ARHGEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF35	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ARHGEF37	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF38	0	0	0	0	1	0	5	3	0	0	0	2	3	16	0	0	0	2	1	2	1	2	3	21
ARHGEF38-IT1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF39	7	0	1	110	19	39	23	255	67	116	16	146	99	240	50	113	183	278	57	22	68	262	190	138
ARHGEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	39	0
ARHGEF40	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF5	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0
ARHGEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF7	3	0	0	268	4	21	80	362	103	88	0	378	101	307	1	168	166	120	76	53	44	145	273	300
ARHGEF7-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF9	0	0	0	36	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ARHGEF9-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID1A	42	33	120	256	16	22	178	324	463	203	3	25	327	614	14	109	341	124	205	42	108	272	446	336
ARID1B	4	2	10	121	0	0	41	269	23	97	0	7	137	124	0	283	131	22	101	45	20	145	101	117
ARID2	8	0	45	103	0	9	21	75	49	51	0	108	160	210	69	45	77	102	67	17	43	162	99	68
ARID3A	4	0	10	31	8	2	13	21	14	12	2	33	10	24	12	18	6	14	7	2	6	14	14	30
ARID3B	1	0	5	53	0	16	19	20	54	31	0	75	31	133	0	31	10	46	11	15	0	32	54	70
ARID3C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID4A	0	15	15	43	0	0	22	12	7	49	0	0	5	95	0	6	82	92	1	32	68	52	4	49
ARID4B	3	9	1	114	9	0	6	111	0	21	17	21	50	130	0	60	63	93	0	30	0	43	0	152
ARID5A	1	0	0	1	0	0	0	0	15	0	0	0	0	8	45	0	19	21	45	0	0	0	29	0
ARID5B	0	0	0	0	0	0	1	0	0	1	0	1	0	1	2	3	0	0	1	0	3	28	0	2
ARIH1	12	50	5	59	12	0	84	305	41	4	16	74	304	129	0	13	57	77	39	33	5	46	90	41
ARIH2	20	15	43	773	20	62	134	505	261	408	39	416	296	505	187	130	342	422	337	173	174	784	582	475
ARIH2OS	0	0	0	0	0	0	0	0	0	0	0	1	3	2	3	0	0	2	0	0	1	34	3	10
ARL1	42	44	13	197	74	107	194	508	101	527	20	447	409	414	176	190	374	452	296	123	207	452	394	208
ARL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	27	0
ARL13A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL13B	0	8	0	53	0	0	0	0	91	26	0	1	0	19	36	11	11	94	0	0	8	60	11	11
ARL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL14EP	14	0	0	69	13	0	0	451	83	24	0	1	67	188	34	12	31	168	104	53	156	253	114	106
ARL14EPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL15	17	1	1	361	29	24	99	390	101	329	1	151	167	308	146	91	206	204	109	51	37	501	172	119
ARL16	4	1	4	231	5	56	71	203	126	145	30	63	62	262	31	161	137	93	129	42	68	177	241	210
ARL17A.uid_21045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL17A.uid_21947	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ARL17A.uid_21953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ARL17B.uid_21041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL17B.uid_21043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL2	35	20	11	243	3	34	86	551	196	89	24	611	197	546	138	107	421	302	328	95	146	442	470	281
ARL2-SNX15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL2BP	18	1	0	157	0	84	106	259	58	169	19	472	306	934	55	132	206	404	224	159	406	803	726	218
ARL3	10	0	3	66	6	0	0	50	27	26	7	53	36	70	38	40	59	103	54	51	0	13	99	114
ARL4A	0	0	0	76	7	0	28	91	63	60	9	35	188	75	1	0	47	3	55	43	23	281	159	87
ARL4C	9	9	0	4	0	0	20	0	43	0	0	46	27	0	0	0	23	0	0	0	2	0	0	78
ARL4D	36	64	1	252	58	0	129	915	261	678	94	234	514	541	157	98	436	398	312	105	274	675	293	583
ARL5A	21	1	0	92	45	18	99	458	112	42	1	139	199	247	30	27	102	29	32	80	67	209	180	258
ARL5B	43	5	2	125	0	21	90	76	0	38	24	132	124	146	1	1	138	55	128	47	0	215	65	114
ARL5C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL6	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	17	10	18
ARL6IP1	181	375	364	3285	249	318	1121	4037	2182	845	260	2225	1760	4598	2192	2024	2014	3376	2909	800	4116	5573	3883	2390
ARL6IP4	21	2	24	239	10	40	83	555	180	154	20	385	253	457	68	133	137	331	274	75	98	337	208	227
ARL6IP5	10	24	1	187	0	0	57	275	60	112	18	238	184	288	52	355	222	170	335	75	226	519	380	110
ARL6IP6	7	39	60	216	15	0	10	472	117	48	35	484	163	273	111	110	267	223	190	179	162	383	194	240
ARL8A	3	2	19	65	6	0	25	20	6	19	2	8	24	38	0	9	25	7	6	2	0	14	83	17
ARL8B	71	109	54	1138	39	200	494	1909	742	745	85	870	994	1285	647	395	866	641	522	337	626	1081	1031	1057
ARL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ARMC1	51	63	77	658	42	82	239	703	316	497	13	612	448	738	241	215	424	291	235	239	457	778	411	314
ARMC10	1	6	0	37	5	0	5	47	17	29	5	17	54	47	0	3	8	18	1	6	20	23	13	57
ARMC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMC2	0	0	0	0	0	0	0	0	0	0	0	0	12	16	0	11	0	7	11	10	0	0	9	0
ARMC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMC3	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0
ARMC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMC5	1	0	0	6	0	0	0	0	0	0	0	0	17	17	0	0	8	0	0	0	0	0	0	23
ARMC6	0	0	22	398	10	1	56	280	26	117	14	104	235	511	23	71	278	199	78	97	81	248	179	167
ARMC7	2	1	0	155	15	12	49	139	102	286	0	153	80	192	10	134	232	288	73	113	111	361	543	105
ARMC8	82	36	110	338	5	83	71	467	153	414	25	320	501	183	1	65	289	540	478	169	352	638	434	488
ARMC9	5	0	0	0	0	0	0	1	0	0	0	0	16	42	25	0	18	7	15	8	0	7	23	1
ARMCX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ARMCX2	0	0	0	1	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMCX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMCX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	0	0	0	0	1	0
ARMCX5	0	0	0	0	0	0	0	0	45	0	0	0	11	32	0	0	58	18	1	5	0	85	4	0
ARMCX5-GPRASP2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0
ARMCX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARNT	16	18	42	221	1	22	68	375	104	172	0	300	82	304	30	18	68	126	81	40	113	220	260	96
ARNT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	0	0	0	1	0	0	0	0	0	46	0	0	0	42	37	0	18	0	0	9	0	28	0	17
ARNTL2	0	0	0	20	0	0	0	0	21	20	0	0	0	23	59	0	0	0	6	0	0	1	92	68
ARNTL2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARPC1A	30	25	152	495	60	34	101	1111	146	325	64	399	452	708	39	462	289	499	346	242	214	764	493	589
ARPC1B	51	0	40	731	89	25	408	1235	398	497	29	1028	838	1569	443	550	781	920	501	474	582	1671	1638	706
